config_id,config_prob,remain_prob
511879,0.00016999339784436762,0.7648041421718776
1017730,0.0028647399033420937,0.827282303370707
1017478,0.00028475454725080936,0.7657007507198133
100224,0.0020319522065723036,0.8421844639627425
1025538,0.0017793009194754452,0.8332220795012893
262144,0.00024759427051164007,0.8240551388877082
886278,0.0009524677232834539,0.8152873323204253
1025926,0.018716001655145944,0.8745862339059598
632322,0.0010447182852006802,0.8143500061088343
558594,5.2779644858938245e-5,0.7824911293828356
1032119,0.00015771277976601915,0.8137866812322696
634758,0.007347757344396143,0.8578541442135543
33792,6.570287068763377e-5,0.7865012670518686
1027982,0.00019036122173143218,0.7959956956038579
769958,0.001255000085261481,0.8418394549626019
1027969,0.0010364595839061272,0.812542086671049
1016322,0.00010202042738956099,0.733952948065567
347910,1.0705244251953132e-5,0.7241810873427188
769975,0.000799745180092653,0.871325481137424
1032110,7.544959156201135e-5,0.7955612856548039
1031815,0.0001761679641476709,0.7814981471452976
361984,0.0026822175831013864,0.856070833109897
654262,3.382717171904882e-5,0.7914636562358326
515974,0.0001101068928717738,0.7592022030467638
493442,0.0017112866012964963,0.7953615540371799
1025920,0.00415432472181327,0.8443496388789047
894854,0.006067830157717711,0.8335413747371802
362376,0.00017249522572742156,0.8335634868491717
484230,5.512541005576726e-5,0.7690528109705209
1042306,0.0015263783737744041,0.7938521338978657
1042304,0.0008580917351518645,0.7818660266126713
370630,4.944095380660399e-5,0.798629004657512
769926,0.00594277852674673,0.8578370182753912
370438,0.000569658202402117,0.7657706050205768
362368,0.005485879705086466,0.8702543999331129
1027968,0.0017942491965004654,0.8114910596307192
638854,0.004963545012493741,0.8636738989832942
774016,1.5015807938931753e-5,0.6889461978839698
501638,0.0057034114184713654,0.8229818047012716
508422,0.0002818906065058294,0.7755828440045657
377350,0.0009055749940300141,0.8314560869265495
362374,0.011989083694549946,0.8903181559403712
362370,0.0028861698866625026,0.8194011251158411
360960,0.0014859581778579878,0.8311626498871911
1032102,0.00048789511877457645,0.8190506217654502
507654,0.00013947071672775526,0.7710275350065351
370564,0.0007637778226942947,0.7748643290576716
503686,0.003866309268570685,0.8133103152512504
1025665,0.00044967438104431985,0.8028496947952066
769943,0.00023403174629493578,0.8224435655601476
780167,8.390014223697808e-5,0.7392952098536091
1025539,0.00031902359841174825,0.7879270747911464
1027975,0.014684650646678041,0.8839750937226406
765830,0.0037777906340271264,0.8072491589569818
911238,0.001580419859807444,0.7895123532405894
655238,0.0016925293277893075,0.8299016477907961
520071,0.00272638775498785,0.8424546475583011
655286,0.0001051154719068237,0.8009859735052469
1044359,0.008850983390379777,0.8760349347096951
632320,0.0010748403326804597,0.8107012984306712
1027974,0.013936349004677634,0.8572824496303939
648070,0.0002795718499755626,0.7685541668098406
1017734,0.008352743357362899,0.8629079957616964
651142,0.002445108531828025,0.8272967906891499
650759,0.00010259469312761119,0.7751045813413571
525313,5.035960147231908e-6,0.7516923302582704
1027970,0.0044666749698227945,0.8256040225777646
1048455,0.002725676534701891,0.8445392154973246
769927,0.004083839982260566,0.8635712450362031
1032068,0.0001779935030070436,0.7570769224610594
524175,5.27591847357124e-5,0.7896585221660464
378758,0.002125456562274299,0.8268843852660401
1044358,0.007871341497271728,0.8489989975368539
1016832,0.00014015690540699317,0.791659794480027
115332,1.9244578633810026e-5,0.6967384034609879
1016833,5.477925327528757e-5,0.7816610424403094
787334,5.518598024735137e-6,0.7066252627119429
1041922,0.0008029021786850167,0.7980370726949791
1031685,4.5712574342164865e-6,0.6895844409286509
910854,0.0005482603208985266,0.7803893804067081
1025927,0.01124907334104282,0.8762852064833099
1027719,0.0009652762526534988,0.8148612454410198
886660,0.0005636510329819966,0.7800058147894374
1044353,0.0004226728379812654,0.784365526776175
1025922,0.008005229187347414,0.8547466871409871
239488,0.00010067649031606285,0.7230629002465537
311808,0.00014423286225594755,0.7846024377127968
754560,6.92906556330244e-5,0.7462463462284946
503687,0.002813793760920921,0.8325512825567872
369543,9.842370600964883e-5,0.7369249729383143
1044354,0.0015756628958852787,0.7986027527943128
361350,0.002102858115477923,0.8364288578622806
1017735,0.003335903594105115,0.8557836274130339
385536,0.002315582326565988,0.8615557959638391
769959,0.0007957414258519693,0.8295626723923198
516865,3.415614038303869e-5,0.7365385040216401
1032070,0.004847748762750563,0.8444737445364563
376832,0.0008262516763248202,0.847831044697829
1024903,0.0010428254510302108,0.8210589793808907
377348,0.000465305180757172,0.8075970282468423
886662,0.006040638809292991,0.8535265327128245
520070,0.0035104580281463587,0.8238443472351301
995207,0.00024899141154121864,0.8361418260715974
329222,5.934865129058913e-5,0.772107410770631
1044230,0.0005978421065841112,0.7798009299671219
1027842,0.0004108105658268032,0.7652005747975279
501634,0.0022510737590739423,0.7966482660389108
913282,0.0002276177234447737,0.7206786223144843
896903,0.0008882361541876989,0.7883622932742104
1033990,0.00018185100108219018,0.7341375971378358
376838,0.00017510518091735992,0.8093266284195535
361472,0.0006192673512014504,0.8398304408136932
1041920,0.0005608197230303464,0.7882821604386537
1044097,0.0001373269811059692,0.7554158430922592
1025924,0.0008707599765577316,0.7806861053225164
503682,0.001143473902647708,0.779140167673553
761734,0.00044881290138225593,0.80383365620863
361344,0.002351545682706002,0.8449054996679786
1025795,9.40029829243908e-5,0.7346716266421716
117248,8.205108519904991e-5,0.7853842836574431
1043334,0.0008787881529901164,0.7985471940879834
759687,1.6675005215667815e-5,0.7197051792760677
634374,0.0008443075290817446,0.816780294518994
765575,0.0003741483671669978,0.7761457950598097
1032066,0.000694186915626528,0.7886518889068377
362382,0.0002066862371525975,0.8367021340692024
1011200,1.1098139110579665e-5,0.7334787391000628
100230,0.0015275797567237922,0.8252065877055813
1041287,0.00186478294894045,0.8439749500560221
886663,0.0006555482119589406,0.8025404049463998
1016839,7.117074688569386e-5,0.7936685140620552
1017732,0.0004915248997555321,0.7736250546915822
626566,0.001536003896531119,0.8209410513290234
362242,0.0012198912637460058,0.8050333004204142
364420,0.00017205851156643057,0.7542438310763799
369280,0.00022443129347992955,0.7385909204681511
1033090,0.0001463038139166205,0.7364528535809882
885632,0.00040095818477230925,0.770963525959523
126854,0.0012358299815101383,0.8091056473074986
388998,0.0020440002393751428,0.8168825456436708
524167,0.0009769981128717404,0.8276381649491149
886658,0.00157588469709042,0.7871029820850486
392710,3.91524630948812e-5,0.7500705580127667
517632,0.0004248480579553408,0.7731917249275767
99840,0.0011896778778358245,0.8305428120967773
1042311,0.0036648325140518703,0.8346430997595937
519815,0.00011098381304182637,0.7573124324468038
516608,0.001333070860115828,0.845676280314669
118534,5.0396728202985335e-5,0.7212090761090877
362246,0.0026258611197188643,0.8478941630678976
1036215,1.0444311162070042e-6,0.6911402939773281
516995,0.00013267474285040765,0.7524599444728799
1048454,0.002805696869980867,0.8314634047354438
361346,0.0005522460779427599,0.7677502383344621
929282,1.6083934953475011e-6,0.6770550542312679
1040902,0.0008091667504529236,0.8254008789602255
1044355,0.0007900847293425726,0.7966279289792737
638470,0.0002943346513021035,0.8044343198064194
491520,0.0001591531580530929,0.7847953664788949
100225,6.302967959909787e-5,0.7672287491784601
500224,0.00030906399899189663,0.7733908422976357
1041926,0.0011051031367419308,0.8065844233825539
634496,0.0018323912523498442,0.8401342788547108
654976,0.00011731561957479163,0.7621983587225332
501377,6.651261287655925e-5,0.7290864350897236
524165,8.72460347821702e-5,0.7713717391600639
944007,8.133692355945961e-6,0.7246330597632137
122758,0.00015083794312342535,0.7914739106745451
633728,0.00019428560312080936,0.7661466475521201
450567,9.203860026897403e-6,0.7353806149175686
123399,7.320810206595357e-6,0.7057076615474981
638850,0.0015618711099241538,0.8176378926230011
634752,0.0033169156031063324,0.8476072203829599
1040896,0.001003556104076129,0.8383309512320548
650754,0.0007954633433717651,0.8230098349572432
763778,0.0010156082352571329,0.7883564814734527
634370,0.001617233839734732,0.843232100759702
503558,0.0004054697728532024,0.7584634771035875
632448,0.0015030704065411486,0.8271918218527619
782214,0.001473504194151267,0.7847282003611059
634754,0.005174960633897541,0.8502872953887737
651170,3.8242339712933095e-5,0.7521609847488897
786306,0.0006136925800234235,0.7931035412144487
1032071,0.004413117654503879,0.8565410918344567
508800,0.0007166654120458127,0.8105172955350204
652162,9.172349647810147e-6,0.6791064897961296
634502,0.0012195676700011635,0.8118459369547484
631680,0.0005386141260158894,0.7898472225798591
636806,0.00024104769645570407,0.7816072955888664
650752,0.0006862486678526397,0.820538744054655
114566,0.0018159689143334105,0.8437923645971973
896898,0.0007563055255279671,0.7542277858505001
634498,0.001210499436965837,0.7999928967176777
372614,0.0026386628540408736,0.8069917378991558
76672,9.334556260697102e-6,0.7293291016650156
126464,0.0005363686425263123,0.8194900024875287
110464,0.0017574280257117918,0.8333972032108317
114560,0.000629282891097939,0.828093917227682
388999,0.0004313623088195252,0.7867458367205632
436102,8.023924443252271e-5,0.7591487482911901
978831,8.359434482168514e-6,0.7599186510587449
633472,0.00012314927345854237,0.7618002395426172
108416,0.0010546160566952967,0.7909749443091068
1041286,0.003237069832592035,0.845507382507628
638848,0.0010206562166065298,0.8254707510520976
385920,0.0016655593824784637,0.8346013534384535
765442,0.000609447881605865,0.8036432988497025
648838,0.00015498763457300104,0.7322941313879409
522118,0.00017792973601591188,0.754507866221806
763522,0.00018728899807249138,0.7259749326371376
109440,0.00018050322508754102,0.7683734969787042
894855,0.000991001939638361,0.798094374189078
516998,0.0027806246424717366,0.8366096170639332
110470,0.0023101912689051473,0.8186864273139999
125826,0.0001262335596655702,0.7452349204644567
638886,0.0008522095495138086,0.8430135048788876
632710,0.0023283269739129394,0.8118163435613344
100226,0.0010623587307424923,0.7977393979387883
519686,0.0004078530700112048,0.7863800563006034
632706,0.0021883741317576186,0.8104524435176423
1042054,0.0005861424148291004,0.7638579939291679
499462,5.429315399093902e-5,0.7550832519334161
1044356,0.0003070794281618122,0.7526132395899631
126592,0.0002176106783307523,0.7647975104885427
260992,5.7002748902885995e-5,0.7686437087950628
1041024,0.0004654442284103639,0.7937906796283856
910982,0.00030877572907904373,0.7421626735170574
377600,0.0006179837755282376,0.8016366062863927
493447,0.0014915498781163767,0.8222004187769661
385926,0.002232641416409245,0.8382041814919642
911239,0.00027544933788251183,0.7540935458739944
1041288,3.6225412064717003e-5,0.7842110815165314
501506,0.00046350946796337077,0.7536051116671998
1047431,0.00029541790026959484,0.7988998309478442
1017346,0.0006849181754460597,0.8009198509915016
894598,0.0007983130974581936,0.7796380262469677
362112,0.0004943829668784584,0.7819807208543649
518918,0.0001293761706436355,0.7525006018597322
765831,0.0030048739608806675,0.8295119544265188
517126,4.243646352881618e-5,0.7358610162344676
1042305,0.0003017314392619401,0.7593559641531313
902020,8.282327029734564e-5,0.7281179129747632
692102,9.468592520090265e-6,0.7009582997098047
1041280,0.001188082656019762,0.8245950980224711
507778,0.0002067957659745328,0.7535447409764902
520065,0.00021940697538875762,0.7738873158573754
516997,0.000280458984207022,0.7865876794200571
508678,0.00047695698835784235,0.7956463827818472
0,0.00011809968322648756,0.8237454941868039
517638,0.0004967789400407025,0.766556510514053
757638,0.00035403158364627095,0.7537204689614311
886272,0.0008739158220216457,0.8060192049778427
372610,0.000593607090531631,0.7450523360032337
1017606,0.0008827806239005751,0.7976307383901929
769922,0.0024584266922579143,0.8401116122551207
1048230,1.641139550397463e-5,0.7290859960076942
1031046,0.00010658078879532592,0.7487151566935957
976775,9.699450824469037e-5,0.7868271608651585
493446,0.005407199095999345,0.8412069296668004
296836,7.650862220278641e-5,0.7752493114896952
